GlobalEventID,actor_key,actor_name,month,article_actor_weight,conflict_relevance,event_context,event_modality,matched_actor_role,event_time_relation,any_matched_actor_mentioned,any_physical_violence_mentioned,any_fatalities_mentioned,any_injuries_mentioned,any_weapon_mentioned,physical_violence_occurred,fatalities_present,injuries_present,weapon_use_class,multiple_events_mentioned,main_story_confidence,date
898990322,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2020-01-14
899027820,209,Hamas,2020-01,1.0,direct,PRO,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,medium,2020-01-14
900561869,209,Hamas,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2020-01-14
898844720,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2020-01-14
898867199,303,Taleban,2020-01,1.0,background_or_context,POL,realized,not_applicable,current_or_recent,no,no,no,no,no,no,no,no,none_used,yes,high,2020-01-14
898870854,303,Taleban,2020-01,1.0,background_or_context,CIV,realized,perpetrator,historical_background,yes,yes,no,unclear,yes,no,no,no,none_used,yes,high,2020-01-14
898889778,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,medium,2020-01-14
898911109,303,Taleban,2020-01,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2020-01-14
898985621,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2020-01-14
899038870,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,low,2020-01-14
898972112,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,unclear,no,no,no,no,none_used,yes,high,2020-01-14
898990819,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-14
899014782,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,unclear,yes,high,2020-01-14
899133950,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2020-01-15
899145549,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,low,2020-01-15
899177120,209,Hamas,2020-01,1.0,not_applicable,not_applicable,not_applicable,not_applicable,unclear,no,unclear,no,no,unclear,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-15
899207443,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,medium,2020-01-15
899223038,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-15
899243685,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,no,no,salw,yes,high,2020-01-15
899246024,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-15
899260420,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,no,no,no,no,no,no,no,none_used,no,high,2020-01-15
899296758,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,salw,no,high,2020-01-15
899299214,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,heavy,yes,high,2020-01-15
899305976,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-15
899318783,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-15
899323107,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,mixed,yes,high,2020-01-15
899357997,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,mixed,yes,high,2020-01-15
899422426,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,mixed,yes,high,2020-01-15
899126610,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,high,2020-01-15
899199265,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,high,2020-01-15
899222123,303,Taleban,2020-01,1.0,direct,CBT,realized,unclear,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,medium,2020-01-15
899302051,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,yes,unclear,no,no,no,none_used,yes,high,2020-01-15
899346487,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899350836,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,heavy,yes,high,2020-01-16
899352380,209,Hamas,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899353852,209,Hamas,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899359785,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899364398,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899376477,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,medium,2020-01-16
899383055,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899404900,209,Hamas,2020-01,1.0,direct,PRO,realized,mentioned_only,current_or_recent,no,no,no,no,no,no,no,no,none_used,no,low,2020-01-16
899417121,209,Hamas,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,no,high,2020-01-16
899417267,209,Hamas,2020-01,1.0,background_or_context,POL,unclear,mentioned_only,unclear,yes,no,no,no,no,no,no,no,none_used,yes,low,2020-01-16
899430655,209,Hamas,2020-01,1.0,direct,PRO,realized,not_applicable,current_or_recent,no,no,no,no,no,no,no,no,none_used,no,medium,2020-01-16
899431728,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,mixed,yes,high,2020-01-16
899433070,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,mixed,yes,medium,2020-01-16
899435907,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,yes,mixed,yes,high,2020-01-16
899441452,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,unclear,no,yes,yes,unclear,no,mixed,yes,high,2020-01-16
899442366,209,Hamas,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899493854,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,medium,2020-01-16
899509127,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899521428,209,Hamas,2020-01,1.0,background_or_context,PRO,realized,mentioned_only,current_or_recent,no,no,no,no,no,no,no,no,none_used,unclear,low,2020-01-16
899524631,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2020-01-16
899546369,209,Hamas,2020-01,1.0,direct,POL,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2020-01-16
899567067,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,salw,yes,high,2020-01-16
899571941,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,no,yes,no,no,none_used,no,high,2020-01-16
899574208,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899575385,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-16
899581755,209,Hamas,2020-01,1.0,not_applicable,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-16
899414609,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2020-01-16
899414612,303,Taleban,2020-01,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,unclear,no,no,no,no,no,none_used,yes,high,2020-01-16
899415861,303,Taleban,2020-01,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-16
899415862,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,medium,2020-01-16
899418945,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2020-01-16
899419916,303,Taleban,2020-01,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,no,no,no,no,none_used,yes,medium,2020-01-16
899420129,303,Taleban,2020-01,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,yes,yes,yes,unclear,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-16
899424597,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,none_used,yes,medium,2020-01-16
899432582,303,Taleban,2020-01,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,heavy,yes,high,2020-01-16
899432583,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2020-01-16
899441923,303,Taleban,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,no,salw,yes,high,2020-01-16
899445894,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,mixed,no,high,2020-01-16
899500550,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2020-01-16
899500551,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,no,no,no,none_used,yes,high,2020-01-16
899514511,303,Taleban,2020-01,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-16
899523029,303,Taleban,2020-01,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,no,yes,no,no,no,no,no,none_used,yes,high,2020-01-16
899561926,303,Taleban,2020-01,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2020-01-16
899565947,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,no,mixed,yes,low,2020-01-16
899568539,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2020-01-16
899590708,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,medium,2020-01-16
906139228,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-16
899383775,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,yes,yes,no,none_used,no,medium,2020-01-16
899472773,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,yes,yes,unclear,unclear,yes,high,2020-01-16
899480208,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-16
899598039,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,medium,2020-01-17
899610290,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,yes,yes,yes,no,no,mixed,yes,high,2020-01-17
899613750,209,Hamas,2020-01,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,unclear,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-17
899622022,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-17
899624756,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-17
899632449,209,Hamas,2020-01,1.0,background_or_context,POL,unclear,mentioned_only,historical_background,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2020-01-17
899642435,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,no,no,yes,yes,no,no,heavy,no,high,2020-01-17
899660974,209,Hamas,2020-01,1.0,direct,CBT,realized,target,current_or_recent,yes,yes,yes,yes,yes,yes,no,no,mixed,yes,high,2020-01-17
899705003,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-17
899826584,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,yes,no,no,no,none_used,yes,high,2020-01-17
899615449,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,historical_background,yes,yes,yes,unclear,yes,yes,yes,no,heavy,yes,high,2020-01-17
899645390,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,unclear,yes,no,no,no,none_used,yes,high,2020-01-17
899655100,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-17
899672186,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-17
899679192,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,no,no,no,no,no,no,none_used,yes,high,2020-01-17
899690652,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,yes,yes,no,salw,yes,high,2020-01-17
899712151,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-17
899744300,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2020-01-17
899788880,303,Taleban,2020-01,1.0,background_or_context,not_applicable,not_applicable,mentioned_only,historical_background,yes,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,high,2020-01-17
899834102,303,Taleban,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,no,no,no,no,no,no,none_used,yes,high,2020-01-17
899839675,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2020-01-17
899686446,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CIV,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,high,2020-01-17
899767013,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2020-01-17
899803261,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CBT,realized,mentioned_only,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,medium,2020-01-17
899804098,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,high,2020-01-17
899817872,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,direct,CIV,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,salw,yes,high,2020-01-17
899856555,209,Hamas,2020-01,1.0,direct,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,high,2020-01-18
899856557,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,no,no,mixed,yes,medium,2020-01-18
899917616,209,Hamas,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,no,no,yes,yes,no,no,mixed,yes,high,2020-01-18
899936936,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,current_or_recent,yes,no,no,no,no,no,no,no,none_used,yes,high,2020-01-18
899852539,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,future_or_planned,yes,yes,yes,no,unclear,no,no,no,none_used,yes,high,2020-01-18
899867808,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,unclear,no,no,no,no,none_used,yes,high,2020-01-18
899911041,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2020-01-18
899913911,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,mixed,yes,high,2020-01-18
899931897,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,no,yes,yes,yes,no,heavy,yes,high,2020-01-18
899948114,303,Taleban,2020-01,1.0,direct,CBT,realized,unclear,current_or_recent,no,yes,yes,yes,yes,yes,yes,yes,salw,yes,medium,2020-01-18
899966584,303,Taleban,2020-01,1.0,direct,POL,realized,perpetrator,current_or_recent,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-18
899989999,303,Taleban,2020-01,1.0,direct,CBT,realized,perpetrator,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2020-01-18
899992149,303,Taleban,2020-01,1.0,irrelevant,not_applicable,not_applicable,not_applicable,unclear,no,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,unclear,unclear,2020-01-18
906524506,303,Taleban,2020-01,1.0,direct,POL,realized,both,future_or_planned,yes,yes,yes,no,no,no,no,no,none_used,yes,high,2020-01-18
964803302,303,Taleban,2020-01,1.0,direct,CBT,realized,both,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,mixed,yes,high,2020-01-18
899868145,group:farc_bloc,FARC / FARC dissidents,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,no,yes,no,no,no,none_used,yes,medium,2020-01-18
900118698,209,Hamas,2020-01,1.0,background_or_context,POL,realized,mentioned_only,historical_background,yes,yes,yes,yes,yes,no,no,no,not_applicable,yes,high,2020-01-19
900045688,303,Taleban,2020-01,1.0,direct,POL,realized,mentioned_only,current_or_recent,yes,yes,yes,unclear,yes,no,no,no,none_used,yes,low,2020-01-19
900054209,303,Taleban,2020-01,1.0,direct,CIV,realized,unclear,current_or_recent,yes,yes,yes,yes,yes,yes,yes,yes,salw,no,high,2020-01-19
